name,sku,buy_url,image_url,description_long,price,in_stock,manufacturer,
Azazel Regal Dragon Figurine,SDH1911-680,https://www.jaystrongwater.com/fall/azazel-regal-dragon-figurine-sdh1911-680,https://www.jaystrongwater.com/img/product/SDH1911-680-Z.jpg?fv=3674BBE9C3742A06DE93C5CE5A4B3983-96062, The exotic allure of the Azazel Regal Dragon Figurine began as a clay model highlighting his curved body covered in overlapping scales with his dramatic outstretched wings. The final piece is molded in pewter - finished in silver and painted with slate - charcoal - and graphite enamels with over 700 sparkling hand-set Swarovski crystals. Our finest artisans at the Jay Strongwater Rhode Island workshop bring all the elements together to make each Imperial Dragon Figurine. Limited to an edition of 150.,3200,In Stock,Jay Strongwater,
Frida Skull with Butterflies Figurine,SDH1909-289,https://www.jaystrongwater.com/fall/frida-skull-with-butterflies-figurine-sdh1909-289,https://www.jaystrongwater.com/img/product/SDH1909-289_alt3-Z.jpg?fv=CCAFF17162B8747D86B3226A8F5A4952-159240, Inspired by the great heritage of Mexican Sugar skulls - we first carved our Frida Skull in clay with a raised all-over floral pattern highlighted with jeweled fluttering butterflies. Casted in pewter - finished in 18K gold and beautifully painted in 21 colors of enamel by our finest artisans in Rhode Island. Our Frida Skull sparkles with hand-set Swarovski crystals in shades of Fuchsia - Padparadscha and Tanzanite.,4200,In Stock,Jay Strongwater,
Sabrina Feather Vase,SDH2398-292,https://www.jaystrongwater.com/composition-2/sabrina-feather-vase-sdh2398-292,https://www.jaystrongwater.com/img/product/SDH2398-292-Z.jpg?fv=D7F7CE81E4AA6008FB29162EB44FCC3C-64048, This gracefully proportioned vase holds a beautiful bouquet and makes the perfect gift! Fluted gold speckled glass vase lifted on a stylized feather metal base finished in gold with sparkling crystals.,795,In Stock,Jay Strongwater,
Leonard Pave Corner  4in x 6in Frame,SPF5830-224,https://www.jaystrongwater.com/love-collection/leonard-pave-corner-4-x-6-frame-spf5830-224,https://www.jaystrongwater.com/img/product/SPF5830-224_web_1-Z.jpg?fv=F2636EA4013B5E04C38EB7F6CA034D21-72224, Layers of hand-painted translucent ruby enamel surround this frame with a dazzling luminosity. This Pave Corner Frame was casted in pewter - finished in 14K gold - and hand-set with sparkling Swarovski champagne crystals. With our signature - all ruby enamel back plate – this frame is truly beautiful from any view.  Stands vertically only.,395,In Stock,Jay Strongwater,
Ana Pineapple Box,SDH7396-280,https://www.jaystrongwater.com/floral/ana-pineapple-box-sdh7396-280,https://www.jaystrongwater.com/img/product/SDH7396-280-Z.jpg?fv=C62FF869A6CBC710087A91ED722C4CF5-93361, The incredibly lush Ana Pineapple Box has been totally blinged out with thousands of Swarovski crystals in tones of Citrine and Topaz. Casted in pewter - finished in 14K gold and beautifully painted in golden yellow enamels and leafy greens for the crown by our finest artisans in Rhode Island with a pop of a bright fuchsia enamel interior.,6500,In Stock,Jay Strongwater,
Leonard Pave Corner  4in x 6in Frame,SPF5830-224,https://www.jaystrongwater.com/love/leonard-pave-corner-4-x-6-frame-spf5830-224,https://www.jaystrongwater.com/img/product/SPF5830-224_web_1-Z.jpg?fv=F2636EA4013B5E04C38EB7F6CA034D21-72224, Layers of hand-painted translucent ruby enamel surround this frame with a dazzling luminosity. This Pave Corner Frame was casted in pewter - finished in 14K gold - and hand-set with sparkling Swarovski champagne crystals. With our signature - all ruby enamel back plate – this frame is truly beautiful from any view.  Stands vertically only.,395,In Stock,Jay Strongwater,
Bartram White Marble 5in x 7in Frame,SPF5865-283,https://www.jaystrongwater.com/composition-2/bartram-white-marble-5-x-7-frame-spf5865-283,https://www.jaystrongwater.com/img/product/SPF5865-283-Z.jpg?fv=D9D82F1171D672C45354567CD1A02A19-47616, Place family photos in these modern frames featuring carved stones from our jewelry workbench. Each Bartram 5in x 7in Frame begins with a large chunk of white marble that is finely shaped and polished by hand. The cabochons are held in place by hammered metal corners and an intricately designed back plate in 18K gold finish. Due to the natural material - each design is truly one of a kind. Frames stand vertically or horizontally. Imported stones; all metal from Rhode Island.,1200,In Stock,Jay Strongwater,
Leslie Bejeweled 5in x 7in Frame,SPF5844-224,https://www.jaystrongwater.com/love/leslie-bejeweled-5-x-7-frame-spf5844-224,https://www.jaystrongwater.com/img/product/SPF5844-224_web_1-Z.jpg?fv=534C13718FCD405BF75DC0066B453851-108885, Surround your true love with a waterfall of Swarovski’s finest faceted large crystal stones in tones of Ruby - Scarlet and Siam wrapping around a slim enameled border.  This Bejeweled Frame was casted in pewter - finished in 14K gold and beautifully painted in luminous ruby enamels by our finest artisans in Rhode Island. With our signature fleur-de-lis metal back plate and kickstand – this frame is truly beautiful from any view.  Stands vertically or horizontal. ,1200,In Stock,Jay Strongwater,
Xavier Snake Box,SDH7395-283,https://www.jaystrongwater.com/fall/xavier-snake-box-sdh7395-283,https://www.jaystrongwater.com/img/product/SDH7395-283-Z.jpg?fv=6B20B1D8062503C477A39C6AE1324C35-47383, In the Composition collection - we put aside our enamels and crystals and allow the natural beauty of the carved metals to shine through. A coiled 18K gold finished snake – engraved with a stripe pattern - is perfectly perched on the lid of the Xavier Snake Box. Snake casted in pewter and hand-polished from our artisans in Rhode Island. Imported hand-cut and polished white marble box.,650,In Stock,Jay Strongwater,
Everett Floral & Scroll Coffee Table,SHW3299-450,https://www.jaystrongwater.com/floral/everett-floral-scroll-coffee-table-shw3299-450,https://www.jaystrongwater.com/img/product/SHW3299-450_1-Z.jpg?fv=62FA37A6217E92FF0D37D1912D116E71-43962,The Everett Floral & Scroll Coffee Table began at a specialized foundry in Asia where iron rods are hammered - curled - and soldered to form the elaborate top and graceful curved legs. In Rhode Island - individual orchid - peony - tulip - and butterflies are casted in pewter and finished in 14K Gold. The Jay Strongwater artisans in Rhode Island paint the garden palette of enamels on each piece - highlighted with over fifteen hundred Swarovski crystals. Our finest artisans bring all the elements together to make each coffee table - a fascinating composition of flora under the beveled glass top.,18000,In Stock,Jay Strongwater,
Xavier Snake Box,SDH7395-283,https://www.jaystrongwater.com/composition-2/xavier-snake-box-sdh7395-283,https://www.jaystrongwater.com/img/product/SDH7395-283-Z.jpg?fv=6B20B1D8062503C477A39C6AE1324C35-47383, In the Composition collection - we put aside our enamels and crystals and allow the natural beauty of the carved metals to shine through. A coiled 18K gold finished snake – engraved with a stripe pattern - is perfectly perched on the lid of the Xavier Snake Box. Snake casted in pewter and hand-polished from our artisans in Rhode Island. Imported hand-cut and polished white marble box.,650,In Stock,Jay Strongwater,
Elva Butterfly and Leaf  Vase,SDH2517-289,https://www.jaystrongwater.com/fall/elva-butterfly-and-leaf-vase-sdh2517-289,https://www.jaystrongwater.com/img/product/SDH2517-289-Z.jpg?fv=946087D9BA468B61FCAADC1C45D342DE-85486, A lavish spray of leaves holding the rippled glass vase is alighted with jeweled fluttering butterflies. Each Elva Butterfly and Leaf vase is first sand casted in brass and then adorned with the 18K gold finished butterflies. Our artisans in Rhode Island hand-paint the leaves in shades of green and deep lavender enamel while painting the butterflies in golden ambers. Hand-set with golden Swarovski crystals. Beautiful filled with flowers or illuminated with a pillar candle.,4400,In Stock,Jay Strongwater,
Milo Owl 7in Figurine - Natural,SDH1832-280,https://www.jaystrongwater.com/birds/milo-owl-7-figurine-natural-sdh1832-280,https://www.jaystrongwater.com/img/product/SDH1832-280_1-Z.jpg?fv=A1F2B85F41FB21A123094D8775F71C10-91240,How adorable! On their own or nestled together - our owls add a charming touch in your home. The Milo Owl 7in Figurine’s intricately patterned feathers are detailed in painted enamels and hand-set crystals in our New York workshop.,1400,In Stock,Jay Strongwater,
Sara Orchid Box,SDH7342-256,https://www.jaystrongwater.com/bloomsbury/sara-orchid-box-sdh7342-256,https://www.jaystrongwater.com/img/product/SDH7342-256_w-Z.jpg?fv=E8489559CD5D3CADC8432B1DD1EF614F-61159, Endlessly elegant - with a touch of magenta-hued beauty. Why settle for functional when you can have fabulous?,225,In Stock,Jay Strongwater,
Cosette Magnolia Vase,SDH2412-256,https://www.jaystrongwater.com/floral/cosette-magnolia-vase-sdh2412-256,https://www.jaystrongwater.com/img/product/SDH2412-256_1-Z.jpg?fv=34A7BAD5F88C5614A445F72E4B410D44-65789,Our artistry shines with this gorgeous scene of magnolia flowers sculpted around the elegant porcelain vase. Hand painted with multiple glazes in Portugal. The jeweled butterflies and base made in Rhode Island in pewter and finished in 14K Gold. Our finest artisans at the Jay Strongwater Rhode Island workshop bring all the elements together to make each Cosette Magnolia Vase.,4200,In Stock,Jay Strongwater,
Rosemary Tulip Egg Objet,SDH1904-256,https://www.jaystrongwater.com/birds/rosemary-tulip-egg-objet-sdh1904-256,https://www.jaystrongwater.com/img/product/SDH1904-256_1-Z.jpg?fv=B5AE9F0A683E086C1902915C4F1BE0E5-85856,This magnificent collectable objet began as a rough sketch of an egg covered in blossoming tulips that would open to reveal an adorable little chick. For months this concept slowly came to life in carved clay models depicting the dimensional flowers engraved on the outside of the egg resting on the twig base. Multiple molds were made - and the final design was poured in pewter and finished in 14K Gold. Our finest artisans at the Jay Strongwater Rhode Island workshop paint layers of translucent enamels to depict the vibrant tulips in shades of magenta - cerise - lemon and chartreuse- each petal and leaf is highlighted with hand-set Swarovski crystals. Inside - the cute chick stands on a verdant green hill with a small butterfly at his foot. The Rosemary Tulip Egg Objet is limited to an edition of 250.,3800,In Stock,Jay Strongwater,
Loretta Orchid Vase,SDH2383-256,https://www.jaystrongwater.com/bloomsbury/loretta-orchid-vase-sdh2383-256,https://www.jaystrongwater.com/img/product/SDH2383-256_1-Z.jpg?fv=4ABF489B8B5884FFC05D3576D5CAE4FB-65942,Our Bloomsbury Collection offers graceful - delicate style for table and home. Lush orchid blossoms accent our stippled glass Loretta Orchid Vase. Each cast metal piece is hand decorated in hothouse colors and set with twinkling Swarovski® crystals.,325,In Stock,Jay Strongwater,
Mariah Orchid in Cachepot,SDH2385-256,https://www.jaystrongwater.com/bloomsbury/mariah-orchid-in-cachepot-sdh2385-256,https://www.jaystrongwater.com/img/product/SDH2385-256_1-Z.jpg?fv=C473941FB9E27B85E6E8B400CBFF545D-61439,Jay Strongwater might not have an actual garden to toil in - but the Mariah Orchid in Cachepot grew from the seed of an idea in the New York studio - from early design to the first carved wax model capturing each orchid petal’s fluttering shape. These lush and exotic orchids are nurtured by artisans as they are molded in pewter; dipped in 14K gold; painted in magenta - violet - and lilac enamels; and set with sparkling gem-cut crystals. The velvety blossoms grace each piece with their fragile beauty on a background of creamy white enamel and glass. A gently arched branch covered in vibrant orchids rises from a mouth-blown glass cachepot.,3400,In Stock,Jay Strongwater,
Leland Pave Corner 2in Frame,SPF5130-224,https://www.jaystrongwater.com/love/leland-pave-corner-2-frame-spf5130-224,https://www.jaystrongwater.com/img/product/SPF5130-224_web_1-Z.jpg?fv=4228F1216F5EE733848F70E630BFA05C-53567, Layers of hand-painted translucent ruby enamel surround this frame with a dazzling luminosity. This Pave Corner Square Frame was casted in pewter - finished in 14K gold - and hand-set with sparkling Swarovski champagne crystals. With our signature - all ruby enamel back plate – this frame is truly beautiful from any view. ,100,In Stock,Jay Strongwater,
Nelson Crane on Lily Pad Figurine,SDH1884-280,https://www.jaystrongwater.com/birds/nelson-crane-on-lily-pad-figurine-sdh1884-280,https://www.jaystrongwater.com/img/product/SDH1884-280_1-Z.jpg?fv=84E42941EB6DDB372DD4F9198268DAD4-67744,Spectacular - standing more than two feet tall on a lily-pad base and hand-set with more than three thousand Swarovski crystals in shades of Topaz and White Opal. Hand-painted in creamy golden enamels with pale copper-toned accents. The mold is forged in metal at our foundry in India using the original clay model - and later embellished with enamels and crystals at the Jay Strongwater Rhode Island workshop.,6500,In Stock,Jay Strongwater,
Quentin Snake Bowl,SDH2518-283,https://www.jaystrongwater.com/fall/quentin-snake-bowl-sdh2518-283,https://www.jaystrongwater.com/img/product/SDH2518-283-Z.jpg?fv=E30165E6F7BCA9DD02EE0278993E45B4-38760, In the Composition collection - we put aside our enamels and crystals and allow the natural beauty of the carved metals to shine through. An undulating 18K gold finished snake – engraved with a stripe pattern - is perfectly perched on the rim of the Quentin Snake Bowl. Snake casted in pewter and hand-polished from our artisans in Rhode Island. Imported hand-cut and polished white marble bowl.,695,In Stock,Jay Strongwater,
Ana Pineapple Box,SDH7396-280,https://www.jaystrongwater.com/spring-2/ana-pineapple-box-sdh7396-280,https://www.jaystrongwater.com/img/product/SDH7396-280-Z.jpg?fv=C62FF869A6CBC710087A91ED722C4CF5-93361, The incredibly lush Ana Pineapple Box has been totally blinged out with thousands of Swarovski crystals in tones of Citrine and Topaz. Casted in pewter - finished in 14K gold and beautifully painted in golden yellow enamels and leafy greens for the crown by our finest artisans in Rhode Island with a pop of a bright fuchsia enamel interior.,6500,In Stock,Jay Strongwater,
Emery Bejeweled 4in x 6in Frame,SPF5813-224,https://www.jaystrongwater.com/love-collection/emery-bejeweled-4-x-6-frame-spf5813-224,https://www.jaystrongwater.com/img/product/SPF5813-224_web_1-Z.jpg?fv=99BA363413E9A4143BA60472FA3DB77E-108039, Surround your true love with a waterfall of Swarovski’s finest faceted large crystals stones in tones of Ruby - Scarlet and Siam wrapping around a slim enameled border.  This Bejeweled Frame was casted in pewter - finished in 14K gold and beautifully painted in luminous ruby enamels by our finest artisans in Rhode Island. With our signature fleur-de-lis metal back plate and kickstand – this frame is truly beautiful from any view.  Stands vertically or horizontal.,1050,In Stock,Jay Strongwater,
Leslie Bejeweled 5in x 7in Frame,SPF5844-224,https://www.jaystrongwater.com/love-collection/leslie-bejeweled-5-x-7-frame-spf5844-224,https://www.jaystrongwater.com/img/product/SPF5844-224_web_1-Z.jpg?fv=534C13718FCD405BF75DC0066B453851-108885, Surround your true love with a waterfall of Swarovski’s finest faceted large crystal stones in tones of Ruby - Scarlet and Siam wrapping around a slim enameled border.  This Bejeweled Frame was casted in pewter - finished in 14K gold and beautifully painted in luminous ruby enamels by our finest artisans in Rhode Island. With our signature fleur-de-lis metal back plate and kickstand – this frame is truly beautiful from any view.  Stands vertically or horizontal. ,1200,In Stock,Jay Strongwater,
Ava Birdcage Egg Objet,SDH1511-256,https://www.jaystrongwater.com/spring-2/ava-birdcage-egg-objet-sdh1511-256,https://www.jaystrongwater.com/img/product/SDH1511-256_web_1-Z.jpg?fv=9ECCF7C1F6EE9935F2899404F789CEDD-89290, Our artistic heritage of carving metals and setting stones stretches back to the great workshops of Carl Faberge. Inspired by their fascinating jeweled egg objets – we introduce our own extraordinary limited-edition Birdcage Egg – a miniature bluebird swinging within a jeweled lattice egg. A tour de force of craftsmanship - composed of 40 parts casted in pewter - finished in 14K gold and beautifully painted in 14 colors of enamel by our finest artisans in Rhode Island. Sparkling with hand-set Swarovski crystals in shades of Light Peach - Colorado Topaz and Olivine with fire and green glass opal cabochons. Limited to a numbered edition of 100.,3000,In Stock,Jay Strongwater,
Clara Floral Branch Box,SDH7389-289,https://www.jaystrongwater.com/fall/clara-floral-branch-box-sdh7389-289,https://www.jaystrongwater.com/img/product/SDH7389-289_alt1-Z.jpg?fv=679AF0AE47BA69DBFF2D72A42B80F361-44690, A lavish bouquet of flowers and leaves are draped over the long porcelain Clara box alighted with a jeweled butterfly. Casted in pewter - finished in 18K gold and beautifully painted in shades of magenta - plum and lilac enamels by our finest artisans in Rhode Island. This box sparkles with hand-set Swarovski crystals. Cream glazed porcelain with a high-fired gold edging crafted in Portugal.,1200,In Stock,Jay Strongwater,
Steven Robot Clock,SDH6061-602,https://www.jaystrongwater.com/spring-2/steven-robot-clock-sdh6061-602,https://www.jaystrongwater.com/img/product/SDH6061-602-1-Z.jpg?fv=A57D11B4C11B88956C043FC3E2E6D3C2-81859, The ultimate luxe toy – this Steven Robot Clock – was inspired by tin robots from the 1950s but transformed into all hand-polished pewter - finished in silver and enameled in paint box bright enamels with bold crystals from Swarovski. Our Robot wears a golden crown - is fitted with our signature clock and has been individually constructed at our Rhode Island workshop. Limited to a numbered edition of 100.,2500,In Stock,Jay Strongwater,
Lincoln Eagle Figurine,SDH1895-280,https://www.jaystrongwater.com/birds/lincoln-eagle-figurine-sdh1895-280,https://www.jaystrongwater.com/img/product/SDH1895-280_1-Z.jpg?fv=368A0E4B8D837844720B629342E371F0-78848,No detail is left off of the feathered pewter Lincoln Eagle Figurine. With a regal gold finish - he is hand-enameled and hand-set with Swarovski® crystals.,1500,In Stock,Jay Strongwater,
Ganesha Ganesh Figurine,SDH1837-256,https://www.jaystrongwater.com/luxe/ganesha-ganesh-figurine-sdh1837-256,https://www.jaystrongwater.com/img/product/SDH1837-256-Z.jpg?fv=E0771B955477446DD90986DFAC7EBD54-85821, Glorious icons exemplify the best of Jay Strongwater - flawless craftsmanship from our Rhode Island artisans - to be shared with generations to come. The Ganesh Figurine was lovingly carved - first in clay to capture the fluid draping and exotic details and then in solid pewter with a 14K gold finish and further embellished with hundreds of tiny sparkling crystals. Layers of transparent enamel are finely applied in tones of marigold - crimson - aqua and lime. The Ganesh figurine is attached to a carved faceted white marble base lifted on small metal legs. Limited to an edition of 50.,10000,In Stock,Jay Strongwater,
Emery Bejeweled 4in x 6in Frame,SPF5813-224,https://www.jaystrongwater.com/spring-2/emery-bejeweled-4-x-6-frame-spf5813-224,https://www.jaystrongwater.com/img/product/SPF5813-224_web_1-Z.jpg?fv=99BA363413E9A4143BA60472FA3DB77E-108039, Surround your true love with a waterfall of Swarovski’s finest faceted large crystals stones in tones of Ruby - Scarlet and Siam wrapping around a slim enameled border.  This Bejeweled Frame was casted in pewter - finished in 14K gold and beautifully painted in luminous ruby enamels by our finest artisans in Rhode Island. With our signature fleur-de-lis metal back plate and kickstand – this frame is truly beautiful from any view.  Stands vertically or horizontal.,1050,In Stock,Jay Strongwater,
Bridget Butterfly Candle,SDH6599-232,https://www.jaystrongwater.com/candles-candlesticks/bridget-butterfly-candle-sdh6599-232,https://www.jaystrongwater.com/img/product/SDH6599-232_1-Z.jpg?fv=B5A65A96F429484FCDF01EC99A6A6688-50367,The Bridget Butterfly Candle adds color - delight - and gentle illumination to your home. The exquisite porcelain vessel is accented with a jeweled butterfly finial and filled with our signature scent: a delicate arrangement of jasmine - tuberose - and golden tangerine notes layered with amber - clove - and a hint of bitter orange.,395,In Stock,Jay Strongwater,
Edgar Giraffe Figurine,SDH1869-696,https://www.jaystrongwater.com/platinum-1/edgar-giraffe-figurine-sdh1869-696,https://www.jaystrongwater.com/img/product/SDH1869-696-Z.jpg?fv=6F70645CA5711768FB3198E9CEFBBB71-60341, The exotic allure of a safari inspires the Edgar Giraffe Figurine. Beginning with a clay model highlighting his spotted body - the final piece is molded in pewter - finished in silver and painted with slate - charcoal - and graphite enamels with over 500 sparkling hand-set Swarovski crystals. Our finest artisans at the Jay Strongwater Rhode Island workshop bring all the elements together to make each Giraffe Figurine. ,2000,In Stock,Jay Strongwater,
Carmella Leaf & Flower Jeweled Votive,SDH2459-289,https://www.jaystrongwater.com/candles-candlesticks/carmella-leaf-flower-jeweled-votive-sdh2459-289,https://www.jaystrongwater.com/img/product/SDH2459-289_1-Z.jpg?fv=30339B49ED71D82A605D52D55EB4E404-83917,Accent your fall decor with the exquisite details of our Carmella Leaf & Flower Jeweled Votive. Glass in warm earthen hues is embellished with vibrant - hand-enameled metal accents in rich jewel tones; hand-set Swarovski® crystal details; and 14K gold finishes.,225,In Stock,Jay Strongwater,
Floral Cross Pendant,SJ9289-284,https://www.jaystrongwater.com/necklaces/floral-cross-pendant-sj9289-284,https://www.jaystrongwater.com/img/product/SJ9289-284_1-Z.jpg?fv=247685916CE86E8DD3DB32BB5183959D-37749,Add endless elegance to an outfit with a Delft Garden Floral Cross Pendant. Flora and fauna in an 18K gold finish - hand-enameled in translucent - dazzling indigo - and hand-set with Swarovski® crystals. Handcrafted in New York and Rhode Island.,200,In Stock,Jay Strongwater,
Rhett Leaf & Flower Gilded Votive,SDH2442-292,https://www.jaystrongwater.com/candles-candlesticks/rhett-leaf-flower-gilded-votive-sdh2442-292,https://www.jaystrongwater.com/img/product/SDH2442-292_1-Z.jpg?fv=FE90E274102EA4182A9F51710AC5F9D3-63840,Accent your fall decor with the exquisite details of our Rhett Leaf & Flower Gilded Votive. Glass in warm earthen hues is embellished with vibrant - hand-enameled metal accents in rich jewel tones; hand-set Swarovski® crystal details; and 14K gold finishes ,175,In Stock,Jay Strongwater,
Scroll & Flower Heart Pearl Necklace,SJ9317-292,https://www.jaystrongwater.com/necklaces/scroll-flower-heart-pearl-necklace-sj9317-292,https://www.jaystrongwater.com/img/product/SJ9317-292_1-Z.jpg?fv=6B001DCB7F6EAF0FEB92BD0B5265DB68-26695,Hand polished delicate flowers and leaves shine against an etched Florentine textured background on this dimensional heart pendant. Finished in 18K Gold and hand-set with Swarovski blush crystals – the heart swings from a glass pearl necklace. From the Jay Strongwater Rhode Island workshop.,395,In Stock,Jay Strongwater,
Tessa Jewel Bejeweled Tealight,SDH6584-250,https://www.jaystrongwater.com/candles-candlesticks/tessa-jewel-bejeweled-tealight-sdh6584-250,https://www.jaystrongwater.com/img/product/SDH6584-250_w-Z.jpg?fv=4D3DACA7516D492E21B4B0081DC56160-75359, Accent your decor with the exquisite details of our Tessa Bejeweled Tealight. Rich jewel hues are embellished with vibrant - metal accents in jewel tones. ,325,In Stock,Jay Strongwater,
Washington Grand Eagle Figurine - Natural,SDH1790-280,https://www.jaystrongwater.com/birds/washington-grand-eagle-figurine-natural-sdh1790-280,https://www.jaystrongwater.com/img/product/SDH1790-280_1-Z.jpg?fv=437B4084703DA25CE587EAF05E6D6141-63493,Capturing the drama of the eagle in flight - his wings fully extended - begins with our master model maker carving the Washington Grand Eagle Figurine in clay. Next - molds are made - and seven separate pewter castings are poured and finished in 18K gold. The artisans in Rhode Island will spend over two days applying layers of enamel to each eagle before 2000 crystals are hand-set. In total - eight artisans will spend three weeks creating each Grand Eagle Figurine. Carved black marble plinth. Limited to an edition of 350.,6500,In Stock,Jay Strongwater,
Scroll Leaf Cross Pendant,SJ9291-284,https://www.jaystrongwater.com/necklaces/scroll-leaf-cross-pendant-sj9291-284,https://www.jaystrongwater.com/img/product/SJ9291-284_1-Z.jpg?fv=3A563AD910BA0D622CDB592870F637DE-30084,Add endless elegance to an outfit with a Delft Garden Scroll Leaf Cross Pendant. Flora and fauna in an 18K gold finish - hand-enameled in translucent - dazzling indigo - and hand-set with Swarovski® crystals. Handcrafted in New York and Rhode Island.,245,In Stock,Jay Strongwater,
Anderson Blue Jay on Branch Figurine,SDH1859-280,https://www.jaystrongwater.com/birds/anderson-blue-jay-on-branch-figurine-sdh1859-280,https://www.jaystrongwater.com/img/product/SDH1859-280_1-Z.jpg?fv=EEF437584BD1B053690B582D4402EFCE-97542,Artistry and passion surround all our designs. The initial sketch of our blue jay figurine is translated into carved clay - to capture each feather and blossom in dimensional detail. This finished clay model is separated to create 10 molds for casting in pewter and finishing in 14K gold. After carefully fitting the cast pieces together - our skilled artisans spend a full day painting and hand-setting the crystals to complete each figurine.,3400,In Stock,Jay Strongwater,
Anderson Blue Jay on Branch Figurine,SDH1859-280,https://www.jaystrongwater.com/floral/anderson-blue-jay-on-branch-figurine-sdh1859-280,https://www.jaystrongwater.com/img/product/SDH1859-280_1-Z.jpg?fv=EEF437584BD1B053690B582D4402EFCE-97542,Artistry and passion surround all our designs. The initial sketch of our blue jay figurine is translated into carved clay - to capture each feather and blossom in dimensional detail. This finished clay model is separated to create 10 molds for casting in pewter and finishing in 14K gold. After carefully fitting the cast pieces together - our skilled artisans spend a full day painting and hand-setting the crystals to complete each figurine.,3400,In Stock,Jay Strongwater,
Emery Bejeweled 4in x 6in Frame,SPF5813-224,https://www.jaystrongwater.com/love/emery-bejeweled-4-x-6-frame-spf5813-224,https://www.jaystrongwater.com/img/product/SPF5813-224_web_1-Z.jpg?fv=99BA363413E9A4143BA60472FA3DB77E-108039, Surround your true love with a waterfall of Swarovski’s finest faceted large crystals stones in tones of Ruby - Scarlet and Siam wrapping around a slim enameled border.  This Bejeweled Frame was casted in pewter - finished in 14K gold and beautifully painted in luminous ruby enamels by our finest artisans in Rhode Island. With our signature fleur-de-lis metal back plate and kickstand – this frame is truly beautiful from any view.  Stands vertically or horizontal.,1050,In Stock,Jay Strongwater,
Ganesha Ganesh Figurine,SDH1837-256,https://www.jaystrongwater.com/fall/ganesha-ganesh-figurine-sdh1837-256,https://www.jaystrongwater.com/img/product/SDH1837-256-Z.jpg?fv=E0771B955477446DD90986DFAC7EBD54-85821, Glorious icons exemplify the best of Jay Strongwater - flawless craftsmanship from our Rhode Island artisans - to be shared with generations to come. The Ganesh Figurine was lovingly carved - first in clay to capture the fluid draping and exotic details and then in solid pewter with a 14K gold finish and further embellished with hundreds of tiny sparkling crystals. Layers of transparent enamel are finely applied in tones of marigold - crimson - aqua and lime. The Ganesh figurine is attached to a carved faceted white marble base lifted on small metal legs. Limited to an edition of 50.,10000,In Stock,Jay Strongwater,
Quentin Snake Bowl,SDH2518-283,https://www.jaystrongwater.com/composition-2/quentin-snake-bowl-sdh2518-283,https://www.jaystrongwater.com/img/product/SDH2518-283-Z.jpg?fv=E30165E6F7BCA9DD02EE0278993E45B4-38760, In the Composition collection - we put aside our enamels and crystals and allow the natural beauty of the carved metals to shine through. An undulating 18K gold finished snake – engraved with a stripe pattern - is perfectly perched on the rim of the Quentin Snake Bowl. Snake casted in pewter and hand-polished from our artisans in Rhode Island. Imported hand-cut and polished white marble bowl.,695,In Stock,Jay Strongwater,
Leland Pave Corner 2in Frame,SPF5130-224,https://www.jaystrongwater.com/love-collection/leland-pave-corner-2-frame-spf5130-224,https://www.jaystrongwater.com/img/product/SPF5130-224_web_1-Z.jpg?fv=4228F1216F5EE733848F70E630BFA05C-53567, Layers of hand-painted translucent ruby enamel surround this frame with a dazzling luminosity. This Pave Corner Square Frame was casted in pewter - finished in 14K gold - and hand-set with sparkling Swarovski champagne crystals. With our signature - all ruby enamel back plate – this frame is truly beautiful from any view. ,100,In Stock,Jay Strongwater,
Asagi Koi Fish Figurine,SDH1905-495,https://www.jaystrongwater.com/fall/asagi-koi-fish-figurine-sdh1905-495,https://www.jaystrongwater.com/img/product/SDH1905-495-Z.jpg?fv=67552917F9E8543E369A7C9291DA0D44-129243, We first captured the dramatic pose of the Asagi Koi Fish Figurine in a clay model highlighting the wavering fins and pierced overlapping scales on the body. The final piece is molded in brass and delicately painted in silvery and golden enamels with over 1500 sparkling hand-set Swarovski crystals in light iridescent tones. Our finest artisans at the Jay Strongwater Rhode Island workshop bring all the elements together to make each Koi Figurine. Limited to an edition of 100.,6800,In Stock,Jay Strongwater,
Goodwin Mille Fiori Giraffe Figurine,SDH1860-256,https://www.jaystrongwater.com/floral/goodwin-mille-fiori-giraffe-figurine-sdh1860-256,https://www.jaystrongwater.com/img/product/SDH1860-256_1-Z.jpg?fv=889BEE45735507C9F9998DD3C69BD29F-78020,An abundance of miniature flowers blankets our whimsical - long-necked Goodwin Mille Fiori Giraffe figurine.,1800,In Stock,Jay Strongwater,
Josephine Floral Side Table,SHW3324-450,https://www.jaystrongwater.com/furnishings/josephine-floral-side-table-shw3324-450,https://www.jaystrongwater.com/img/product/SHW3324-450-Z.jpg?fv=4A959C426ABB2DB8A0DCEBBDC4891097-100201, The Josephine Floral Side Table began at a specialized foundry in Asia where iron rods are hammered - curled - and soldered to form the elaborate top and graceful curved legs. In Rhode Island - individual orchid - peony - tulip - and butterflies are casted in pewter and finished in 14K gold. The Jay Strongwater artisans in Rhode Island paint the garden palette of 20 enamel colors - highlighted with hand-set Swarovski crystals. Our finest artisans bring all the elements together to make each side table - a fascinating composition of flora under the beveled glass top.,12000,In Stock,Jay Strongwater,
