name,sku,buy_url,image_url,description_long,price,in_stock,manufacturer,
Melvin Mini Butterfly Fish Figurine,SDH1820-239,https://www.jaystrongwater.com/great-gifts-2/melvin-mini-butterfly-fish-figurine-sdh1820-239,https://www.jaystrongwater.com/img/product/SDH1820-239_w-Z.jpg?fv=FFF1F8BCAE50818F328195B63FB8090C-65890,Melvin the fish is a showstopper in his hues of canary yellow and orange enamels. Hand-enameled with hand-set crystals - he is the perfect keepsake that never fails to charm and delight! ,195,In Stock,Jay Strongwater,
Holland Leaf & Flower Gilded Vase,SDH6634-292,https://www.jaystrongwater.com/vases-bowls/holland-leaf-flower-gilded-vase-sdh6634-292,https://www.jaystrongwater.com/img/product/SDH6634-292_1-Z.jpg?fv=532C162D89DDCE17B9BA04CBCBDEEC55-63230,This gracefully proportioned vase makes the perfect gift! Fluted gold speckled glass vase lifted on a stylized feather metal base finished in gold with sparkling crystals.,250,In Stock,Jay Strongwater,
Alden Crystal Chevron 8in x 10in Frame,SPF5779-232,https://www.jaystrongwater.com/view-all-frames/alden-crystal-chevron-8-x-10-frame-spf5779-232,https://www.jaystrongwater.com/img/product/SPF5779-232_1-Z.jpg?fv=A3B3E4D8A2E3E78E856EB871E68A82FA-103861,Made to match with our Luminous Collection - the cast metal Alden Crystal Chevron 8in x 10in Frame is finished in gold - and hand-enameled and set with Swarovski® crystals by skilled artisans in New York. Beautiful in any setting.,1875,In Stock,Jay Strongwater,
Hudson Double Old Fashion Glasses,SDH2428-651,https://www.jaystrongwater.com/great-gifts-2/hudson-double-old-fashion-glasses-sdh2428-651,https://www.jaystrongwater.com/img/product/SDH2428-651-Z.jpg?fv=5B2914B2E7A45D94A54600BEB3FAF7B4-58985, Entertaining in great art deco style with these sleek Hudson Double Old Fashioned glasses. Mouth-blown optic glass with a silver edge is banded in a jeweled collar of smoky grey enamel with the sheen of hand-set crystals. The pair of glasses beautifully packaged together in our signature box.,395,In Stock,Jay Strongwater,
Musical Angel Figurine,SDH1812-232,https://www.jaystrongwater.com/holiday-1/musical-angel-figurine-sdh1812-232,https://www.jaystrongwater.com/img/product/SDH1812-232_w-Z.jpg?fv=2ED9E6E26FB54278FE3062E58BE91F53-70022,Our artistry shines with a beautiful jeweled Angel music box. The musical box inside plays “Hark the Herald Angels Sing”. Our finest artisans in Rhode Island craft each limited-edition Musical Angel Music Box. Hand-painted and hand-set with Swarovski® crystals. Music movement from Reuge in Switzerland. Limited to an edition of 300.,3600,In Stock,Jay Strongwater,
Shepherd Figurine - Jewel,SDH1814-250,https://www.jaystrongwater.com/holiday-1/shepherd-figurine-jewel-sdh1814-250,https://www.jaystrongwater.com/img/product/SDH1814-250_1-Z.jpg?fv=6457D46E6D901071A57E6B070C851B9C-75232,Embellish your world with Jay Strongwater’s signature style. The Shepherd Figurine is deftly hand-enameled and hand-set with Swarovski® crystals by skilled artisans.,1500,In Stock,Jay Strongwater,
Scroll Creche,SDH1878-292,https://www.jaystrongwater.com/holiday-1/scroll-creche-sdh1878-292,https://www.jaystrongwater.com/img/product/SDH1878-292_1-Z.jpg?fv=FF8ADCB2A1023FDE8E7A1F61325532EF-109948,Our Gilded Nativity—a new introduction for us—began by sculpting in clay - followed by forging in solid pewter with a heightened focus on engraved textures and finely detailed - raised decorations. Artisans individually polish each metal Scroll Creche before burnishing with two metal patinas: first - antiqued silver for select lustre highlights - and then the final gilding in antiqued 18K gold—a challenging process for our master craftsmen in Rhode Island.,1200,In Stock,Jay Strongwater,
Reed Feather 5in x 7in Frame,SPF5810-280,https://www.jaystrongwater.com/view-all-frames/reed-feather-5-x-7-frame-spf5810-280,https://www.jaystrongwater.com/img/product/SPF5810-280_1-Z.jpg?fv=3FADFEC1077ED6CC215BF8EEB772174A-160186,Inspired by the texture and patterns of owl feathers - our Reed Feather 5in x 7in Frame is set in pewter with a 14K gold finish. Handcrafted in Rhode Island and New York.,1295,In Stock,Jay Strongwater,
Davis Eagle Figurine,SDH1874-292,https://www.jaystrongwater.com/animals/davis-eagle-figurine-sdh1874-292,https://www.jaystrongwater.com/img/product/SDH1874-292_1-Z.jpg?fv=09FBA847305E92F493780CC34ADA39CE-65880,A finely textured figurine from our Rhode Island workshop. The Davis Eagle Figurine is finished in hand-polished 18K gold.,250,In Stock,Jay Strongwater,
Chinoiserie Oval Pendant,SJ9290-284,https://www.jaystrongwater.com/view-all-jewelry/chinoiserie-oval-pendant-sj9290-284,https://www.jaystrongwater.com/img/product/SJ9290-284_1-Z.jpg?fv=2D6721A1B3A18CD7F54634B8B3C2EE73-29791,Add endless elegance to an outfit with a Delft Garden Chinoiserie Oval Pendant. Flora and fauna in an 18K gold finish - hand-enameled in translucent - dazzling indigo - and hand-set with Swarovski® crystals. Handcrafted in New York and Rhode Island.,295,In Stock,Jay Strongwater,
Scroll Leaf Cross Pendant,SJ9291-284,https://www.jaystrongwater.com/view-all-jewelry/scroll-leaf-cross-pendant-sj9291-284,https://www.jaystrongwater.com/img/product/SJ9291-284_1-Z.jpg?fv=3A563AD910BA0D622CDB592870F637DE-30084,Add endless elegance to an outfit with a Delft Garden Scroll Leaf Cross Pendant. Flora and fauna in an 18K gold finish - hand-enameled in translucent - dazzling indigo - and hand-set with Swarovski® crystals. Handcrafted in New York and Rhode Island.,245,In Stock,Jay Strongwater,
Ana Pineapple Box,SDH7396-280,https://www.jaystrongwater.com/masterpieces-1/ana-pineapple-box-sdh7396-280,https://www.jaystrongwater.com/img/product/SDH7396-280-Z.jpg?fv=C62FF869A6CBC710087A91ED722C4CF5-93361, The incredibly lush Ana Pineapple Box has been totally blinged out with thousands of Swarovski crystals in tones of Citrine and Topaz. Casted in pewter - finished in 14K gold and beautifully painted in golden yellow enamels and leafy greens for the crown by our finest artisans in Rhode Island with a pop of a bright fuchsia enamel interior.,6500,In Stock,Jay Strongwater,
Ganesha Ganesh Figurine,SDH1837-256,https://www.jaystrongwater.com/view-all-new/ganesha-ganesh-figurine-sdh1837-256,https://www.jaystrongwater.com/img/product/SDH1837-256-Z.jpg?fv=E0771B955477446DD90986DFAC7EBD54-85821, Glorious icons exemplify the best of Jay Strongwater - flawless craftsmanship from our Rhode Island artisans - to be shared with generations to come. The Ganesh Figurine was lovingly carved - first in clay to capture the fluid draping and exotic details and then in solid pewter with a 14K gold finish and further embellished with hundreds of tiny sparkling crystals. Layers of transparent enamel are finely applied in tones of marigold - crimson - aqua and lime. The Ganesh figurine is attached to a carved faceted white marble base lifted on small metal legs. Limited to an edition of 50.,10000,In Stock,Jay Strongwater,
Three-Strand Beaded Necklace,SJ9268-236,https://www.jaystrongwater.com/necklaces/three-strand-beaded-necklace-sj9268-236,https://www.jaystrongwater.com/img/product/SJ9268-236_1-Z.jpg?fv=58A536A98397B3B6AFEB33D97AE54E59-50814,Fascinating and fabulous: Polished amethyst nuggets - mixed with amber-toned freshwater pearls and faceted crystals - adorn our Three-Strand Beaded Necklace. Made in our New York workshop.,495,In Stock,Jay Strongwater,
Angelo Tiger's Eye 5in x 7in Frame,SPF5845-287,https://www.jaystrongwater.com/view-all-frames/angelo-tiger-s-eye-5-x-7-frame-spf5845-287,https://www.jaystrongwater.com/img/product/SPF5845-287_1-Z.jpg?fv=7B7B070FA8290938E0F6C6BEB1C55172-51698,Place family photos in these modern frames featuring semiprecious stones from our jewelry workbench. Each Angelo Tiger’s Eye 5in x 7in Frame begins with a large chunk of genuine tiger’s eye that is finely shaped and polished by hand. The cabochons are held in place by hammered metal corners and back with an 18K gold finish. Due to the natural material - each design is truly one of a kind. Frames stand vertically or horizontally. Imported stones; all metal from Rhode Island.,1400,In Stock,Jay Strongwater,
Clifton  Ruffle Edge 5in x 7in Frame,SPF5842-228,https://www.jaystrongwater.com/view-all-frames/clifton-ruffle-edge-5-x-7-frame-spf5842-228,https://www.jaystrongwater.com/img/product/SPF5842-228_1-Z.jpg?fv=D300C5C4FC5F0C7030104274AEDF23B2-135293,A new technique allows thin flecks of gold leaf to speckle the surface of the sapphire-blue-shaded enamel on the gorgeous Clifton Ruffle Edge 5in x 7in Frame and the sculptural base of this pedestal bowl.,1400,In Stock,Jay Strongwater,
Monroe Lip Compact,SCB8078-273,https://www.jaystrongwater.com/great-gifts-2/monroe-lip-compact-scb8078-273,https://www.jaystrongwater.com/img/product/SCB8078-273_small-Z.jpg?fv=9C5FE703AE6E0A6E6683097AA15A1988-76482, Show them how much you love them with our jeweled Monroe Lip Compact! Luscious red enameled lips with Ruby crystals from Swarovski pave set on a jet black enameled compact.  Gently push the jeweled button closure and reveal two mirrors to make sure you always look gorgeous.,175,In Stock,Jay Strongwater,
Braque Dynasty Horse Figurine,SDH1882-270,https://www.jaystrongwater.com/animals/braque-dynasty-horse-figurine-sdh1882-270,https://www.jaystrongwater.com/img/product/SDH1882-270_1-Z.jpg?fv=D78898AB7FB0F3D5C061DD807F8EA3EE-102419,Our Braque Dynasty Horse Figurine stands majestically in a graphically appealing silhouette. 18K-gold-dipped metal - hand-set with sparkling Swarovski® crystals and finished with luminous enamels in jet - crystal and pearl hues.,10000,In Stock,Jay Strongwater,
Kayla Flip Mirror,SDH8884-281,https://www.jaystrongwater.com/view-all-home-decor/kayla-flip-mirror-sdh8884-281,https://www.jaystrongwater.com/img/product/SDH8884-281_1-Z.jpg?fv=74AFDD75C88DDEFC94EC4E10000405FA-90510,A breathtaking moment – the Kayla butterfly and floral mirror is a very personal expression of our love to create designs that bring a stunning romance to your home. The sweeping stand of flora and fauna elegantly embracing the engraved framed turning mirror. Carved in multiple parts of pewter - hand-polished and finished in 18K Gold. Hand-painted washes of blush and opal pink enamels accentuate the fine textures on each leaf - flower and butterfly. Hand-set with over one thousand Swarovski crystals in twinkling shades of silk - antique rose and opal. The talent of our finest artisans at the Jay Strongwater Rhode Island workshop truly shines.,6400,In Stock,Jay Strongwater,
Santa on Wooden Base,SDH1865-250,https://www.jaystrongwater.com/view-all-home-decor/santa-on-wooden-base-sdh1865-250,https://www.jaystrongwater.com/img/product/SDH1865-250_1-Z.jpg?fv=5FF350CCF11DFDDCF9E130172E80A491-103406,He’s made his list and now he’s checking it twice. No detail has been overlooked on our Santa on Wooden Base - from the top of his hat down to his buckled boots. Pewter with a 14K matte gold finish - hand-enameled and hand-set with Swarovski® crystals. Handcrafted in New York and Rhode Island on a gilded mahogany wood base.,3800,In Stock,Jay Strongwater,
Mirabelle Orchid Single Candlestick - Golden,SDH2357-232,https://www.jaystrongwater.com/view-all-home-decor/mirabelle-orchid-single-candlestick-golden-sdh2357-232,https://www.jaystrongwater.com/img/product/SDH2357-232_1-Z.jpg?fv=94B29E9454BCC9ED1952602E7F470C08-31963,A striking contour of nouveau-style scrolled brass rises from the table - holding leaf-shaped candle cup. At the base of our Mirabelle Orchid Single Candlestick - a lush orchid is fully bloomed in golden-toned enamels and set with vibrant faceted Swarovski crystals in shades of Champagne Topaz. Our finest artisans at the Jay Strongwater Rhode Island workshop bring all the elements together to make each candlestick. Beautiful displayed as a pair - or individually.,2200,In Stock,Jay Strongwater,
Gilded Mahogany Tableau - Gold,SHW3272-292,https://www.jaystrongwater.com/view-all-home-decor/gilded-mahogany-tableau-gold-shw3272-292,https://www.jaystrongwater.com/img/product/SHW3272-292_1-Z.jpg?fv=319A1FCE5D6C1C5B1D27A9ACC55C5A3D-31246,Glorious icons exemplify the best of Jay Strongwater—flawless craftsmanship from our artisans—to be shared with generations to come. The ornately carved Gilded Mahogany Tableau—a wood base edged in hand-applied gold leaf with a glass top—offers a fitting tableau for a majestic nativity scene.,2700,In Stock,Jay Strongwater,
Q Charm,SJ9223-256,https://www.jaystrongwater.com/chains-charms/q-charm-sj9223-256,https://www.jaystrongwater.com/img/product/SJ9223-256_1-Z.jpg?fv=A9B27886E49FAD1FDA79D9C5E932AC83-44549,Whether your name is Alice - Betty - Carol or Zoe - we have a charm just for you. In our first collection of alphabet charms - all 26 letters have been individually carved with delicate leaves and flowers woven around antique-inspired letters finished in 18K gold. Of course - the backs are just as beautiful as the fronts: On the Q Charm - you’ll find a sweet jeweled flower. Each one is beautifully packaged in a fine jeweler’s box for gift-giving perfection.,95,In Stock,Jay Strongwater,
Timothy Butterfly & Leaf Lamp,SHW3284-456,https://www.jaystrongwater.com/view-all-home-decor/timothy-butterfly-leaf-lamp-shw3284-456,https://www.jaystrongwater.com/img/product/SHW3284-456_1-Z.jpg?fv=E9D24624EFE6C511D4E307F835A628C5-76110,Dramatic hand-painted enameled leaves in shades of green are accented with vivid jeweled butterflies - resting on a stylized graphic base. The Timothy Butterfly & Leaf Lamp is topped with an ecru string shade and matching green finial. Brass lamp sand casted in India with pewter butterflies in 14K Gold finish from Rhode Island. Our finest artisans bring all the elements together to make each lamp.,6000,In Stock,Jay Strongwater,
Roselyn Orchid Double Candlestick,SDH2356-456,https://www.jaystrongwater.com/view-all-home-decor/roselyn-orchid-double-candlestick-sdh2356-456,https://www.jaystrongwater.com/img/product/SDH2356-456_2-Z.jpg?fv=17AF9B7192466519693BE900E9B4C57B-34340,A striking contour of nouveau-style scrolled brass rises from the table - holding leaf-shaped candle cups. At the base of our Roselyn Orchid Double Candlestick - lush orchids are fully bloomed in hothouse-toned enamels and set with vibrant faceted crystals and stones. Beautiful displayed as a pair or individually.,2800,In Stock,Jay Strongwater,
Rejoicing Angel Figurine,SDH1773-250,https://www.jaystrongwater.com/view-all-home-decor/rejoicing-angel-figurine-sdh1773-250,https://www.jaystrongwater.com/img/product/SDH1773-250_w-Z.jpg?fv=2C034DBD07959404C98C80BD39335675-79504,Glorious icons exemplify the best of Jay Strongwater—flawless craftsmanship from our artisans—to be shared with generations to come. The Rejoicing Angel Figurine’s flowing robes are highlighted in rose - crimson - and jade enamel.,3400,In Stock,Jay Strongwater,
Beau Pedestal Bowl,SDH2435-228,https://www.jaystrongwater.com/view-all-home-decor/beau-pedestal-bowl-sdh2435-228,https://www.jaystrongwater.com/img/product/SDH2435-228_1-Z.jpg?fv=52D088192AE4948505B9AF2A70A63CB8-52269,A new technique allows thin flecks of gold leaf to speckle the surface of the sapphire-blue-shaded enamel on the sculptural base of the gorgeous Beau Pedestal Bowl.,3500,In Stock,Jay Strongwater,
Leland Pave Corner 2in Square Frame,SPF5130-273,https://www.jaystrongwater.com/classics/leland-pave-corner-2-square-frame-spf5130-273,https://www.jaystrongwater.com/img/product/SPF5130-273_1-Z.jpg?fv=1D36D1B2D0E2A56A284C4A1450D2FB11-54396,Simplicity - elegance - and versatility are the cornerstones of the Classics collection. The Leland Pavé Corner 2in Square Frame features sophisticated jet-black hand enameling with just a touch of hand-set Swarovski® crystals at each corner.,100,In Stock,Jay Strongwater,
Bette Eye Compact,SCB8077-202,https://www.jaystrongwater.com/great-gifts-2/bette-eye-compact-scb8077-202,https://www.jaystrongwater.com/img/product/SCB8077-202_small-Z.jpg?fv=20AED525F02D1679B2D39113242F570F-72661, The Bette Eye Compact is the quintessential Hollywood glamour accessory! How chic to hold this bright fuchsia enameled compact with its bewitching jeweled eye with dazzling crystals. Gently push the jeweled button closure and reveal two mirrors to make sure you always look gorgeous. ,225,In Stock,Jay Strongwater,
Hera Peacock Feather Bowl,SDH1438-232,https://www.jaystrongwater.com/vases-bowls/hera-peacock-feather-bowl-sdh1438-232,https://www.jaystrongwater.com/img/product/SDH1438-232_1-Z.jpg?fv=4EDD3B01EE717EF2A24B4B36599B331C-70205,Multiple carved metal peacock feathers were fitted together to form the graceful Hera Peacock Feather Bowl lifted on a classically proportioned base. The structure is hand-wrought in brass from India with pewter feather eyes and base that is forged in Rhode Island and finished in 14K gold. Our finest artisans at the Jay Strongwater Rhode Island workshop hand-paint the layers of golden enamels and hand-set more than two thousand Swarovski crystals including large pear cut white opal colored crystal from Swarovski at the center of each feather eye.,7400,In Stock,Jay Strongwater,
Leonard Pave Corner 4in x 6in Frame,SPF5830-289,https://www.jaystrongwater.com/classics/leonard-pave-corner-4-x-6-frame-spf5830-289,https://www.jaystrongwater.com/img/product/SPF5830-289_1-Z.jpg?fv=BF7BE33B4666CD48C80DD4CDF8AF499F-49889,Loved ones always look that much lovelier in our Leonard Pave Corner 4in x 6in Frame. Forged in metals - painted by artisans with vibrant berry-hued enamels - and sparkling with Swarovski® crystal corners - pick a bouquet of Classic frame colors for standout style.,325,In Stock,Jay Strongwater,
Asagi Koi Fish Figurine,SDH1905-495,https://www.jaystrongwater.com/animals/asagi-koi-fish-figurine-sdh1905-495,https://www.jaystrongwater.com/img/product/SDH1905-495-Z.jpg?fv=67552917F9E8543E369A7C9291DA0D44-129243, We first captured the dramatic pose of the Asagi Koi Fish Figurine in a clay model highlighting the wavering fins and pierced overlapping scales on the body. The final piece is molded in brass and delicately painted in silvery and golden enamels with over 1500 sparkling hand-set Swarovski crystals in light iridescent tones. Our finest artisans at the Jay Strongwater Rhode Island workshop bring all the elements together to make each Koi Figurine. Limited to an edition of 100.,6800,In Stock,Jay Strongwater,
Hildy Owl 5in Figurine - Natural,SDH1833-280,https://www.jaystrongwater.com/highland/hildy-owl-5-figurine-natural-sdh1833-280,https://www.jaystrongwater.com/img/product/SDH1833-280_1-Z.jpg?fv=9B475EE34A4DFC61AF5E4178839BD608-95615,How adorable! On their own or nestled together - our owls add a charming touch in your home. The Hildy Owl 5in Figurine’s intricately patterned feathers are detailed in painted enamels and hand-set crystals in our New York workshop.,1000,In Stock,Jay Strongwater,
Clara Floral Branch Box,SDH7389-289,https://www.jaystrongwater.com/brocade-1/clara-floral-branch-box-sdh7389-289,https://www.jaystrongwater.com/img/product/SDH7389-289_alt1-Z.jpg?fv=679AF0AE47BA69DBFF2D72A42B80F361-44690, A lavish bouquet of flowers and leaves are draped over the long porcelain Clara box alighted with a jeweled butterfly. Casted in pewter - finished in 18K gold and beautifully painted in shades of magenta - plum and lilac enamels by our finest artisans in Rhode Island. This box sparkles with hand-set Swarovski crystals. Cream glazed porcelain with a high-fired gold edging crafted in Portugal.,1200,In Stock,Jay Strongwater,
Elephant Figurine - Jewel,SDH1808-250,https://www.jaystrongwater.com/view-all-home-decor/elephant-figurine-jewel-sdh1808-250,https://www.jaystrongwater.com/img/product/SDH1808-250_1-Z.jpg?fv=DC0FDB3085E05BE3E640AA8C115D240A-68193,The majestic beauty of the animal kingdom inspires us to create some of our most coveted designs. Carved in metal - hand-painted in enamels - and set with a king’s ransom of jewels - each is dressed in bejeweled carpets worthy of a tale from Scheherazade. Our finest team of artisans spends weeks constructing and decorating each Elephant Figurine in our New York workshops on metal cast by our artisans in Rhode Island.,2400,In Stock,Jay Strongwater,
Mirabelle Orchid Single Candlestick - Flora,SDH2357-456,https://www.jaystrongwater.com/view-all-home-decor/mirabelle-orchid-single-candlestick-flora-sdh2357-456,https://www.jaystrongwater.com/img/product/SDH2357-456_1-Z.jpg?fv=2FE7248DC86FC3D23E4A87FD1B4FF69C-45011,A striking contour of nouveau-style scrolled brass rises from the table - holding leaf-shaped candle cups. At the base of our Mirabelle Orchid Single Candlestick - lush orchids are fully bloomed in hothouse-toned enamels and set with vibrant faceted crystals and stones. Beautiful displayed as a pair or individually.,2200,In Stock,Jay Strongwater,
Branch Creche - Gold,SDH1828-292,https://www.jaystrongwater.com/view-all-home-decor/branch-creche-gold-sdh1828-292,https://www.jaystrongwater.com/img/product/SDH1828-292_1-Z.jpg?fv=FAFAB07C1797505C75BADA3CCFFE4D9C-89088,Glorious icons exemplify the best of Jay Strongwater—flawless craftsmanship from our artisans—to be shared with generations to come. The woven Branch Crèche offers an exquisite setting to showcase the magnificent Nativity Collection.,2400,In Stock,Jay Strongwater,
Mika Braided 5in x 7in Frame,SPF5839-232,https://www.jaystrongwater.com/classics/mika-braided-5-x-7-frame-spf5839-232,https://www.jaystrongwater.com/img/product/SPF5839-232_1-Z.jpg?fv=A1C77F97178608AF38D93AF37922054C-106954,The braided - hand-painted Mika Braided 5in x 7in Frame - finished in cream-colored enamel and luxe 18K gold - is the picture of classic elegance. Mix and match these versatile braided frames with a variety of colors and finishes.,625,In Stock,Jay Strongwater,
Laetitia Stone Edge 8in x 10in Frame,SPF5512-296,https://www.jaystrongwater.com/classics/laetitia-stone-edge-8-x-10-frame-spf5512-296,https://www.jaystrongwater.com/img/product/SPF5512-296_1-Z.jpg?fv=31F50A49F156EDE1ACDA83FE46ACA9E1-97011,The Laetitia Stone Edge 8in x 10in Frame from our Classics Collection gets a makeover - dressed in elegant platinum gray edged with 24K-gold-coated - faceted crystals.,1100,In Stock,Jay Strongwater,
Scroll & Flower Heart Pearl Necklace,SJ9317-292,https://www.jaystrongwater.com/view-all-jewelry/scroll-flower-heart-pearl-necklace-sj9317-292,https://www.jaystrongwater.com/img/product/SJ9317-292_1-Z.jpg?fv=6B001DCB7F6EAF0FEB92BD0B5265DB68-26695,Hand polished delicate flowers and leaves shine against an etched Florentine textured background on this dimensional heart pendant. Finished in 18K Gold and hand-set with Swarovski blush crystals – the heart swings from a glass pearl necklace. From the Jay Strongwater Rhode Island workshop.,395,In Stock,Jay Strongwater,
Lorraine Stone Edge 4in x 6in Frame,SPF5510-229,https://www.jaystrongwater.com/classics/lorraine-stone-edge-4-x-6-frame-spf5510-229,https://www.jaystrongwater.com/img/product/SPF5510-229_1-Z.jpg?fv=8BE595B7757F148EAD97FA98FA633BB5-81159,Simplicity - elegance - and versatility are the cornerstones of the Classics collection. The Lorraine Stone Edge 4in x 6in Frame makes your cherished memories the star of the show - surrounding them with beautiful—yet understated—leaf-hued hand enameling and hand-set Swarovski® crystals.,495,In Stock,Jay Strongwater,
Desmond Tiger Ottoman,SHW3296-280,https://www.jaystrongwater.com/view-all-home-decor/desmond-tiger-ottoman-shw3296-280,https://www.jaystrongwater.com/img/product/SHW3296-280_1-Z.jpg?fv=E21AD1EC126D5FF4E1510CDFD593292E-91478,Dazzling embroidery - meticulously stitched on velvet fabrics - brings the majestic beauty of the animal kingdom to our Desmond Tiger Ottoman. Glass and crystal beads from India; mahogany wood ottoman base from Spain.,2500,In Stock,Jay Strongwater,
Julia Orchid Wall Art,SHW3314-237,https://www.jaystrongwater.com/view-all-home-decor/julia-orchid-wall-art-shw3314-237,https://www.jaystrongwater.com/img/product/SHW3314-237_1-Z.jpg?fv=DBC5545D0B38F46B522E49D9877D6AE1-56708,Inspired by old botanical prints this Julia Orchid Wall Art began by carving the original model to capture the orchid’s delicate beauty. Finished in 14K gold with layers of translucent enamels and sparkling with hand-set Swarovski crystals by our finest artisans in Rhode Island. This elegant orchid is individually mounted on a gold-leaf frame. Julia Orchid Wall Art can self-stand on a table/shelf or be hung on the wall. Beautiful on its own and compelling when combined with the other flowers in our series of wall art designs.,2800,In Stock,Jay Strongwater,
Three-Strand Beaded Necklace,SJ9268-236,https://www.jaystrongwater.com/view-all-jewelry/three-strand-beaded-necklace-sj9268-236,https://www.jaystrongwater.com/img/product/SJ9268-236_1-Z.jpg?fv=58A536A98397B3B6AFEB33D97AE54E59-50814,Fascinating and fabulous: Polished amethyst nuggets - mixed with amber-toned freshwater pearls and faceted crystals - adorn our Three-Strand Beaded Necklace. Made in our New York workshop.,495,In Stock,Jay Strongwater,
Leonard Pave Corner 4in x 6in Frame,SPF5830-248,https://www.jaystrongwater.com/classics/leonard-pave-corner-4-x-6-frame-spf5830-248,https://www.jaystrongwater.com/img/product/SPF5830-248_1-Z.jpg?fv=B1D631C5DFF84E5096B8D429D7656855-55544,Loved ones always look that much lovelier in our Leonard Pave Corner 4in x 6in Frame. Forged in metals - painted by artisans with vibrant golden-topaz enamels - and sparkling with Swarovski® crystal corners - pick a bouquet of Classic frame colors for standout style.,325,In Stock,Jay Strongwater,
Lorraine Stone Edge 4in x 6in Frame,SPF5510-605,https://www.jaystrongwater.com/classics/lorraine-stone-edge-4-x-6-frame-spf5510-605,https://www.jaystrongwater.com/img/product/SPF5510-605_1-Z.jpg?fv=584F9A6196C31B07A2F2491AB3E06985-65860,Simplicity - elegance - and versatility are the cornerstones of the Classics collection. The Lorraine Stone Edge 4in x 6in Frame makes your cherished memories the star of the show - surrounding them with beautiful—yet understated—crystal-pearl-hued hand enameling and hand-set Swarovski® crystals.,495,In Stock,Jay Strongwater,
Lucas Stone Edge 5in x 7in Frame,SPF5511-651,https://www.jaystrongwater.com/classics/lucas-stone-edge-5-x-7-frame-spf5511-651,https://www.jaystrongwater.com/img/product/SPF5511-651_1-Z.jpg?fv=DB16E85D4DBF67768FA2D716AA51135E-78528,Our classic Lucas frame features a translucent gray enamel which flows over a silver toned pewter frame. The edges sparkle with faceted Labrador colored crystals. This Lucas frame is finished with our signature pierced fleur-de-lis metal back plate and kickstand. Hand-crafted at the Jay Strongwater Rhode Island workshop. Stands vertically or horizontally.,595,In Stock,Jay Strongwater,
Lorraine Stone Edge 4in x 6in Frame,SPF5510-237,https://www.jaystrongwater.com/classics/lorraine-stone-edge-4-x-6-frame-spf5510-237,https://www.jaystrongwater.com/img/product/SPF5510-237_1-Z.jpg?fv=2EA62CC224426913236F8103535C7334-75795,Life is but a dream! Fantasy-hued Classics frames for life’s little (and big) moments. Rich - dimensional ombré hues are trimmed in hand-set Swarovski® crystals on the Lavender Lucas Stone Edge 4in x 6in Frame. These timeless pewter-and-enamel frames were first introduced in 1997 and are updated with a hand-painted palette of modern sherbet pastels. Add a solo portrait for a standout accent or arrange the entire array for a prismatic pop of color.,495,In Stock,Jay Strongwater,
Lorraine Stone Edge 4in x 6in Frame,SPF5510-651,https://www.jaystrongwater.com/classics/lorraine-stone-edge-4-x-6-frame-spf5510-651,https://www.jaystrongwater.com/img/product/SPF5510-651_1-Z.jpg?fv=D9AA91762F8EF1077B98421A8785B91D-92239,Our classic Lorraine frame features a translucent gray enamel which flows over a silver toned pewter frame. The edges sparkle with faceted Labrador colored crystals. This Lorraine frame is finished with our signature pierced fleur-de-lis metal back plate and kickstand. Hand-crafted at the Jay Strongwater Rhode Island workshop. Stands vertically or horizontally.,495,In Stock,Jay Strongwater,
Christine Frog and Bud Compact,SCB8070-272,https://www.jaystrongwater.com/vanity/christine-frog-and-bud-compact-scb8070-272,https://www.jaystrongwater.com/img/product/SCB8070-272_w-Z.jpg?fv=3006F8D2DBD0B88E9FC9933E754DF8C3-73629, A very personal expression of our craftsmanship to behold and use every day. The Christine Frog and Bud Compact features a stunning display of a green Lilly pad and adorable adornment of a small frog atop a pink and crème colored compact. The compact opens to reveal both a regular and magnifying mirror on the inside. ,150,In Stock,Jay Strongwater,
Wildflower Clip Earrings,SJ9278-284,https://www.jaystrongwater.com/view-all-jewelry/wildflower-clip-earrings-sj9278-284,https://www.jaystrongwater.com/img/product/SJ9278-284_1-Z.jpg?fv=F1DFB0BA8FA7BE8F3BAEC0E4B4052038-61994,Add endless elegance to an outfit with our Delft Garden Wildflower Clip Earrings. Flora and fauna in an 18K gold finish - hand-enameled in translucent - dazzling indigo - and hand-set with Swarovski® crystals. Handcrafted in New York and Rhode Island.,145,In Stock,Jay Strongwater,
Holland Leaf and Flower Vase,SDH6634-256,https://www.jaystrongwater.com/view-all-new/holland-leaf-and-flower-vase-sdh6634-256,https://www.jaystrongwater.com/img/product/SDH6634-256_alt2-Z.jpg?fv=C39AE65383B6920676096815AC8626A9-70890, This gracefully proportioned Holland Vase holds a beautiful bouquet and makes the perfect gift! Cream speckled glass vase wrapped in a bright garland of jeweled metal flowers. Hand-painted in scarlet - daffodil and lilac enamel with hand-set sparkling crystals.,395,In Stock,Jay Strongwater,
